INDEX,VEHICLE ID,LOCAL DATE,LOCAL TIME,LATITUDE,N/S,LONGITUDE,E/W
7898,9779,2014/6/10,11:04:21,39.93799,N,116.26777,E
2182,3192,2014/6/10,11:04:22,40.0452,N,116.60378,E
2419,3469,2014/6/10,11:04:22,40.04977,N,116.6108,E
4321,6262,2014/6/10,11:04:22,39.89951,N,116.40254,E
4592,6469,2014/6/10,11:04:22,39.97167,N,116.49752,E
5277,6693,2014/6/10,11:04:22,39.97884,N,116.56137,E
5611,6760,2014/6/10,11:04:22,39.85184,N,116.34075,E
5722,6794,2014/6/10,11:04:22,40.07598,N,116.58128,E
5826,6823,2014/6/10,11:04:22,39.97831,N,116.56167,E
6015,6873,2014/6/10,11:04:22,40.03843,N,116.52606,E
6333,7176,2014/6/10,11:04:22,39.88822,N,116.34396,E
7292,9332,2014/6/10,11:04:22,39.90351,N,116.36794,E
7449,9434,2014/6/10,11:04:22,39.75109,N,116.5403,E
7777,9707,2014/6/10,11:04:22,39.92655,N,116.30435,E
241,2715,2014/6/10,11:04:23,39.90225,N,116.43016,E
658,2779,2014/6/10,11:04:23,39.91198,N,116.44562,E
800,2798,2014/6/10,11:04:23,39.9235,N,116.26874,E
1655,3028,2014/6/10,11:04:23,39.95582,N,116.3946,E
3060,4637,2014/6/10,11:04:23,39.94109,N,116.48364,E
3570,5661,2014/6/10,11:04:23,39.98897,N,116.33822,E
4052,5858,2014/6/10,11:04:23,39.96058,N,116.4515,E
5227,6680,2014/6/10,11:04:23,39.94663,N,116.46739,E
6045,6880,2014/6/10,11:04:23,39.97813,N,116.56156,E
6150,6936,2014/6/10,11:04:23,39.97828,N,116.56174,E
6557,7279,2014/6/10,11:04:23,39.89066,N,116.42231,E
7229,9327,2014/6/10,11:04:23,39.86694,N,116.30847,E
8033,10119,2014/6/10,11:04:23,39.98275,N,116.30228,E
8088,10127,2014/6/10,11:04:23,39.95794,N,116.45015,E
8158,10732,2014/6/10,11:04:23,39.97982,N,116.43257,E
133,2618,2014/6/10,11:04:24,39.89606,N,116.45423,E
801,2798,2014/6/10,11:04:24,39.9235,N,116.26874,E
1339,2973,2014/6/10,11:04:24,39.99101,N,116.48645,E
1940,3112,2014/6/10,11:04:24,39.9556,N,116.318,E
1961,3115,2014/6/10,11:04:24,39.8612,N,116.42811,E
2911,4426,2014/6/10,11:04:24,39.80766,N,116.49981,E
3137,4652,2014/6/10,11:04:24,39.98282,N,116.40124,E
6346,7178,2014/6/10,11:04:24,39.94984,N,116.37634,E
6606,7288,2014/6/10,11:04:24,39.98233,N,116.36354,E
7293,9332,2014/6/10,11:04:24,39.90349,N,116.36793,E
961,2826,2014/6/10,11:04:25,40.01383,N,116.33688,E
1429,2986,2014/6/10,11:04:25,40.02958,N,116.26497,E
2551,3510,2014/6/10,11:04:25,39.99886,N,116.38085,E
4232,6252,2014/6/10,11:04:25,39.84825,N,116.41786,E
4351,6266,2014/6/10,11:04:25,39.83017,N,116.44143,E
4626,6478,2014/6/10,11:04:25,39.86733,N,116.35817,E
4646,6480,2014/6/10,11:04:25,39.93409,N,116.375,E
4736,6492,2014/6/10,11:04:25,39.92812,N,116.45488,E
7174,8607,2014/6/10,11:04:25,39.96999,N,116.48365,E
7371,9340,2014/6/10,11:04:25,40.00551,N,116.46128,E
1047,2837,2014/6/10,11:04:26,39.97244,N,116.27721,E
1092,2842,2014/6/10,11:04:26,39.97516,N,116.34203,E
1705,3047,2014/6/10,11:04:26,39.8873,N,116.44956,E
3661,5681,2014/6/10,11:04:26,39.78704,N,116.35169,E
3850,5782,2014/6/10,11:04:26,39.86667,N,116.4582,E
4331,6263,2014/6/10,11:04:26,39.94038,N,116.3001,E
4758,6494,2014/6/10,11:04:26,39.88092,N,116.26921,E
5058,6628,2014/6/10,11:04:26,39.94785,N,116.40607,E
5512,6742,2014/6/10,11:04:26,39.9709,N,116.46018,E
5712,6790,2014/6/10,11:04:26,40.00832,N,116.49754,E
7503,9445,2014/6/10,11:04:26,39.93159,N,116.37429,E
8046,10121,2014/6/10,11:04:26,40.04551,N,116.59975,E
1037,2836,2014/6/10,11:04:27,39.66948,N,116.58282,E
2243,3363,2014/6/10,11:04:27,39.69169,N,116.09325,E
2353,3428,2014/6/10,11:04:27,39.89382,N,116.63786,E
3107,4648,2014/6/10,11:04:27,39.92277,N,116.5494,E
3275,4679,2014/6/10,11:04:27,39.84843,N,116.25514,E
3539,5646,2014/6/10,11:04:27,39.77131,N,116.66032,E
3641,5677,2014/6/10,11:04:27,39.99291,N,116.44518,E
3754,5696,2014/6/10,11:04:27,39.94848,N,116.41999,E
6421,7253,2014/6/10,11:04:27,39.99356,N,116.40187,E
33,1386,2014/6/10,11:04:28,40.04118,N,116.29934,E
251,2718,2014/6/10,11:04:28,39.93899,N,116.51132,E
890,2816,2014/6/10,11:04:28,39.94215,N,116.37317,E
1027,2834,2014/6/10,11:04:28,39.94806,N,116.40833,E
1749,3055,2014/6/10,11:04:28,39.93985,N,116.38379,E
2152,3154,2014/6/10,11:04:28,40.07458,N,116.58049,E
2213,3360,2014/6/10,11:04:28,39.85572,N,116.41529,E
2465,3488,2014/6/10,11:04:28,40.13027,N,116.2574,E
2801,3753,2014/6/10,11:04:28,39.89918,N,116.47262,E
3265,4678,2014/6/10,11:04:28,40.05,N,116.61104,E
3590,5665,2014/6/10,11:04:28,39.95862,N,116.7353,E
3744,5695,2014/6/10,11:04:28,39.86987,N,116.32509,E
4154,6244,2014/6/10,11:04:28,40.00631,N,116.35937,E
4202,6249,2014/6/10,11:04:28,40.34454,N,116.73332,E
4222,6251,2014/6/10,11:04:28,40.28854,N,116.2181,E
4314,6261,2014/6/10,11:04:28,39.93038,N,116.41655,E
6000,6870,2014/6/10,11:04:28,39.97528,N,116.48728,E
6160,6937,2014/6/10,11:04:28,39.90344,N,116.26712,E
6230,6978,2014/6/10,11:04:28,40.32111,N,116.63371,E
6380,7182,2014/6/10,11:04:28,39.92275,N,116.26146,E
6558,7279,2014/6/10,11:04:28,39.89009,N,116.42265,E
25,1381,2014/6/10,11:04:29,39.99466,N,116.41572,E
1377,2980,2014/6/10,11:04:29,39.90688,N,116.41368,E
1522,3006,2014/6/10,11:04:29,40.05885,N,116.89478,E
1685,3041,2014/6/10,11:04:29,39.83321,N,116.2845,E
2001,3122,2014/6/10,11:04:29,39.93308,N,116.31926,E
2097,3140,2014/6/10,11:04:29,39.98309,N,116.43178,E
2287,3388,2014/6/10,11:04:29,39.9615,N,116.37664,E
2948,4613,2014/6/10,11:04:29,39.87296,N,116.62657,E
3651,5680,2014/6/10,11:04:29,40.04987,N,116.61079,E
3795,5704,2014/6/10,11:04:29,39.88848,N,116.66595,E
4031,5849,2014/6/10,11:04:29,39.8729,N,116.45003,E
4063,5861,2014/6/10,11:04:29,39.89942,N,116.46041,E
4192,6248,2014/6/10,11:04:29,40.14324,N,117.09001,E
4251,6254,2014/6/10,11:04:29,40.22824,N,117.11937,E
4605,6470,2014/6/10,11:04:29,39.87429,N,116.49137,E
4936,6572,2014/6/10,11:04:29,39.97458,N,116.45603,E
5565,6749,2014/6/10,11:04:29,39.96609,N,116.33301,E
7418,9428,2014/6/10,11:04:29,40.06718,N,116.5819,E
7843,9755,2014/6/10,11:04:29,39.85798,N,116.44357,E
8013,10015,2014/6/10,11:04:29,39.94746,N,116.51044,E
1895,3080,2014/6/10,11:04:30,39.96467,N,116.44475,E
2117,3144,2014/6/10,11:04:30,39.93682,N,116.41854,E
2124,3147,2014/6/10,11:04:30,39.86745,N,116.5515,E
2192,3271,2014/6/10,11:04:30,39.87443,N,116.31132,E
3764,5698,2014/6/10,11:04:30,39.93939,N,116.38738,E
4737,6492,2014/6/10,11:04:30,39.92814,N,116.45491,E
4894,6525,2014/6/10,11:04:30,39.93261,N,116.41938,E
5197,6676,2014/6/10,11:04:30,39.931,N,116.35168,E
5430,6723,2014/6/10,11:04:30,40.06534,N,117.38929,E
7145,8412,2014/6/10,11:04:30,40.00024,N,116.45034,E
7294,9332,2014/6/10,11:04:30,39.90349,N,116.36795,E
7392,9423,2014/6/10,11:04:30,39.92277,N,116.20695,E
7983,9957,2014/6/10,11:04:30,39.95605,N,116.44752,E
8066,10125,2014/6/10,11:04:30,39.75003,N,116.3322,E
630,2777,2014/6/10,11:04:31,39.91471,N,116.35835,E
900,2817,2014/6/10,11:04:31,39.85482,N,116.21609,E
1416,2985,2014/6/10,11:04:31,39.86264,N,116.37238,E
1484,2996,2014/6/10,11:04:31,39.91217,N,116.45138,E
1581,3016,2014/6/10,11:04:31,39.92588,N,116.34998,E
1665,3031,2014/6/10,11:04:31,39.96171,N,116.41532,E
2552,3510,2014/6/10,11:04:31,39.99887,N,116.38085,E
2611,3529,2014/6/10,11:04:31,40.04997,N,116.61091,E
3683,5683,2014/6/10,11:04:31,39.9735,N,116.46611,E
4097,5870,2014/6/10,11:04:31,39.95986,N,116.45216,E
4532,6462,2014/6/10,11:04:31,39.92144,N,116.27845,E
5597,6757,2014/6/10,11:04:31,39.9544,N,116.35514,E
6496,7267,2014/6/10,11:04:31,39.97786,N,116.48086,E
6974,8359,2014/6/10,11:04:31,39.93947,N,116.39941,E
7454,9437,2014/6/10,11:04:31,39.87972,N,116.45594,E
666,2780,2014/6/10,11:04:32,39.96643,N,116.30165,E
871,2811,2014/6/10,11:04:32,39.89585,N,116.24661,E
1057,2838,2014/6/10,11:04:32,39.85504,N,116.4222,E
1779,3061,2014/6/10,11:04:32,39.88599,N,116.42825,E
2369,3432,2014/6/10,11:04:32,39.91903,N,116.44242,E
2765,3658,2014/6/10,11:04:32,40.04982,N,116.61063,E
3422,4717,2014/6/10,11:04:32,39.74075,N,116.12671,E
3997,5838,2014/6/10,11:04:32,39.96281,N,116.4746,E
4264,6256,2014/6/10,11:04:32,39.86569,N,116.28106,E
4827,6507,2014/6/10,11:04:32,39.91259,N,116.33877,E
4838,6508,2014/6/10,11:04:32,39.90946,N,116.20797,E
5585,6754,2014/6/10,11:04:32,39.93991,N,116.45465,E
6196,6950,2014/6/10,11:04:32,39.91699,N,116.34899,E
6593,7286,2014/6/10,11:04:32,39.95006,N,116.37047,E
7459,9438,2014/6/10,11:04:32,40.04971,N,116.61058,E
7608,9461,2014/6/10,11:04:32,39.95191,N,116.44096,E
535,2760,2014/6/10,11:04:33,40.05341,N,116.30729,E
1441,2990,2014/6/10,11:04:33,39.63626,N,116.73421,E
3459,4726,2014/6/10,11:04:33,39.78945,N,116.81994,E
4863,6511,2014/6/10,11:04:33,39.88387,N,116.51696,E
5399,6717,2014/6/10,11:04:33,39.97198,N,116.56556,E
5440,6725,2014/6/10,11:04:33,39.97806,N,116.56171,E
5637,6765,2014/6/10,11:04:33,40.00995,N,116.49839,E
6038,6877,2014/6/10,11:04:33,39.96671,N,116.37558,E
6662,8156,2014/6/10,11:04:33,40.07846,N,116.27401,E
7115,8409,2014/6/10,11:04:33,39.94511,N,116.30769,E
7125,8410,2014/6/10,11:04:33,39.93027,N,116.4375,E
7757,9691,2014/6/10,11:04:33,39.92618,N,116.19925,E
76,2075,2014/6/10,11:04:34,39.90373,N,116.42703,E
373,2736,2014/6/10,11:04:34,39.70676,N,116.00801,E
495,2755,2014/6/10,11:04:34,40.18493,N,116.17799,E
1144,2848,2014/6/10,11:04:34,39.84059,N,116.3879,E
1485,2996,2014/6/10,11:04:34,39.91243,N,116.45137,E
2710,3553,2014/6/10,11:04:34,39.90703,N,116.42334,E
2844,3843,2014/6/10,11:04:34,39.85079,N,116.38174,E
3510,5640,2014/6/10,11:04:34,39.92431,N,116.30035,E
4502,6446,2014/6/10,11:04:34,39.822,N,116.32992,E
4512,6447,2014/6/10,11:04:34,40.04996,N,116.61059,E
4705,6489,2014/6/10,11:04:34,39.89205,N,116.24888,E
7239,9328,2014/6/10,11:04:34,39.94399,N,116.41044,E
7718,9683,2014/6/10,11:04:34,39.90746,N,116.41468,E
8023,10118,2014/6/10,11:04:34,39.87821,N,116.29221,E
984,2829,2014/6/10,11:04:35,39.92176,N,116.42868,E
1500,3000,2014/6/10,11:04:35,39.9472,N,116.3721,E
1927,3111,2014/6/10,11:04:35,39.88963,N,116.36835,E
2002,3122,2014/6/10,11:04:35,39.93303,N,116.31931,E
2063,3134,2014/6/10,11:04:35,39.948,N,116.4,E
2808,3765,2014/6/10,11:04:35,39.93151,N,116.48412,E
3723,5692,2014/6/10,11:04:35,39.87167,N,116.46242,E
3785,5700,2014/6/10,11:04:35,39.9228,N,116.63372,E
3870,5799,2014/6/10,11:04:35,40.02338,N,116.51659,E
4726,6491,2014/6/10,11:04:35,39.84295,N,116.47534,E
5018,6603,2014/6/10,11:04:35,39.97469,N,116.33217,E
5598,6757,2014/6/10,11:04:35,39.95423,N,116.35523,E
6069,6925,2014/6/10,11:04:35,39.89193,N,116.45545,E
6136,6934,2014/6/10,11:04:35,40.00136,N,116.5601,E
7043,8402,2014/6/10,11:04:35,39.94235,N,116.3499,E
7885,9771,2014/6/10,11:04:35,39.93123,N,116.30672,E
1430,2986,2014/6/10,11:04:36,40.02961,N,116.26496,E
1452,2991,2014/6/10,11:04:36,39.96905,N,116.44914,E
1875,3077,2014/6/10,11:04:36,39.86977,N,116.41237,E
2012,3123,2014/6/10,11:04:36,39.77839,N,116.42922,E
2163,3160,2014/6/10,11:04:36,39.96385,N,116.55038,E
6300,7170,2014/6/10,11:04:36,39.86868,N,116.43281,E
6341,7177,2014/6/10,11:04:36,39.98167,N,116.4153,E
6539,7276,2014/6/10,11:04:36,39.98642,N,116.36351,E
7677,9655,2014/6/10,11:04:36,39.85454,N,116.33041,E
7892,9772,2014/6/10,11:04:36,39.9339,N,116.09967,E
195,2707,2014/6/10,11:04:37,39.88831,N,116.29042,E
417,2740,2014/6/10,11:04:37,40.04991,N,116.61097,E
726,2787,2014/6/10,11:04:37,39.95037,N,116.27421,E
1501,3000,2014/6/10,11:04:37,39.9472,N,116.37223,E
2138,3152,2014/6/10,11:04:37,39.9187,N,116.39654,E
2776,3681,2014/6/10,11:04:37,39.89116,N,116.4561,E
3185,4662,2014/6/10,11:04:37,39.92642,N,116.66416,E
3341,4693,2014/6/10,11:04:37,39.94059,N,116.34891,E
4144,6188,2014/6/10,11:04:37,39.89658,N,116.38844,E
4636,6479,2014/6/10,11:04:37,39.99914,N,116.34676,E
5050,6619,2014/6/10,11:04:37,39.92483,N,116.46675,E
5287,6696,2014/6/10,11:04:37,39.97653,N,116.57905,E
5357,6707,2014/6/10,11:04:37,39.92268,N,116.54868,E
5845,6832,2014/6/10,11:04:37,39.97541,N,116.33948,E
5,1379,2014/6/10,11:04:38,39.95558,N,116.45645,E
1472,2994,2014/6/10,11:04:38,39.87497,N,116.46676,E
1605,3018,2014/6/10,11:04:38,39.84744,N,116.33274,E
3048,4632,2014/6/10,11:04:38,40.04982,N,116.61091,E
3713,5689,2014/6/10,11:04:38,39.89871,N,116.37877,E
4371,6269,2014/6/10,11:04:38,39.86662,N,116.468,E
6672,8157,2014/6/10,11:04:38,39.96057,N,116.40755,E
6809,8162,2014/6/10,11:04:38,39.93544,N,116.06719,E
7208,9325,2014/6/10,11:04:38,39.92351,N,116.30406,E
7504,9445,2014/6/10,11:04:38,39.93164,N,116.37548,E
291,2723,2014/6/10,11:04:39,39.88001,N,116.29611,E
1865,3076,2014/6/10,11:04:39,39.88564,N,116.43087,E
4361,6267,2014/6/10,11:04:39,40.00673,N,116.49391,E
4899,6540,2014/6/10,11:04:39,39.8656,N,116.45403,E
5124,6655,2014/6/10,11:04:39,39.98021,N,116.38703,E
5924,6850,2014/6/10,11:04:39,40.00803,N,116.50664,E
6540,7276,2014/6/10,11:04:39,39.98642,N,116.36351,E
6579,7283,2014/6/10,11:04:39,39.7592,N,116.56798,E
7624,9468,2014/6/10,11:04:39,39.9328,N,116.42855,E
7973,9956,2014/6/10,11:04:39,40.05281,N,116.59009,E
7993,9958,2014/6/10,11:04:39,39.9229,N,116.43453,E
2627,3535,2014/6/10,11:04:40,39.99994,N,116.34626,E
2968,4616,2014/6/10,11:04:40,39.90704,N,116.48237,E
3774,5699,2014/6/10,11:04:40,39.93219,N,116.68754,E
4045,5856,2014/6/10,11:04:40,39.87646,N,116.54446,E
4449,6432,2014/6/10,11:04:40,39.88544,N,116.48353,E
4798,6501,2014/6/10,11:04:40,39.86467,N,116.42762,E
6810,8162,2014/6/10,11:04:40,39.93544,N,116.0672,E
7314,9334,2014/6/10,11:04:40,40.20955,N,116.81272,E
7693,9659,2014/6/10,11:04:40,39.7943,N,116.35355,E
7768,9695,2014/6/10,11:04:40,39.90281,N,116.36789,E
545,2761,2014/6/10,11:04:41,39.84723,N,116.19599,E
2786,3716,2014/6/10,11:04:41,36.27418,N,120.06133,E
2854,3845,2014/6/10,11:04:41,40.03581,N,116.34942,E
3315,4683,2014/6/10,11:04:41,39.99378,N,116.5011,E
3611,5668,2014/6/10,11:04:41,40.18751,N,117.12513,E
3987,5833,2014/6/10,11:04:41,39.87031,N,116.52138,E
4480,6440,2014/6/10,11:04:41,39.83897,N,116.36985,E
5943,6853,2014/6/10,11:04:41,40.02144,N,116.49112,E
6392,7185,2014/6/10,11:04:41,39.93514,N,116.32837,E
7424,9429,2014/6/10,11:04:41,39.92939,N,116.40293,E
186,2706,2014/6/10,11:04:42,39.93183,N,116.34957,E
736,2788,2014/6/10,11:04:42,39.91103,N,116.4204,E
768,2792,2014/6/10,11:04:42,39.83283,N,116.3747,E
1005,2831,2014/6/10,11:04:42,39.8472,N,116.40831,E
1260,2862,2014/6/10,11:04:42,39.93957,N,116.41212,E
1431,2986,2014/6/10,11:04:42,40.02959,N,116.26496,E
1739,3053,2014/6/10,11:04:42,39.89208,N,116.45464,E
2274,3375,2014/6/10,11:04:42,40.07751,N,116.58651,E
2455,3484,2014/6/10,11:04:42,40.04023,N,116.56098,E
2586,3524,2014/6/10,11:04:42,39.96131,N,116.40016,E
3378,4708,2014/6/10,11:04:42,40.01086,N,116.5038,E
5159,6664,2014/6/10,11:04:42,39.97818,N,116.56166,E
5372,6709,2014/6/10,11:04:42,39.97843,N,116.47224,E
5549,6747,2014/6/10,11:04:42,40.02302,N,116.46751,E
5627,6764,2014/6/10,11:04:42,39.94719,N,116.46259,E
5707,6789,2014/6/10,11:04:42,39.97649,N,116.43682,E
6393,7185,2014/6/10,11:04:42,39.93511,N,116.32828,E
6624,7554,2014/6/10,11:04:42,39.94518,N,116.37724,E
6811,8162,2014/6/10,11:04:42,39.93544,N,116.0672,E
7474,9444,2014/6/10,11:04:42,39.88841,N,116.27647,E
7710,9679,2014/6/10,11:04:42,39.98515,N,116.30564,E
7769,9695,2014/6/10,11:04:42,39.90263,N,116.36782,E
8056,10124,2014/6/10,11:04:42,39.99836,N,116.3042,E
838,2807,2014/6/10,11:04:43,39.71817,N,116.4248,E
2173,3186,2014/6/10,11:04:43,39.89946,N,116.48736,E
2674,3547,2014/6/10,11:04:43,39.86414,N,116.50776,E
3824,5761,2014/6/10,11:04:43,40.04989,N,116.61092,E
4656,6482,2014/6/10,11:04:43,39.93432,N,116.49586,E
5697,6785,2014/6/10,11:04:43,40.07657,N,116.58452,E
5933,6851,2014/6/10,11:04:43,39.97812,N,116.56119,E
7343,9336,2014/6/10,11:04:43,39.91444,N,116.49803,E
8122,10301,2014/6/10,11:04:43,40.07713,N,116.58744,E
8174,11666,2014/6/10,11:04:43,39.949,N,116.42464,E
515,2757,2014/6/10,11:04:44,39.94778,N,116.38841,E
880,2814,2014/6/10,11:04:44,39.81114,N,116.40252,E
1233,2857,2014/6/10,11:04:44,39.89853,N,116.37238,E
1369,2978,2014/6/10,11:04:44,39.90667,N,116.6628,E
2553,3510,2014/6/10,11:04:44,39.99957,N,116.38072,E
3175,4659,2014/6/10,11:04:44,39.86779,N,116.79649,E
3366,4706,2014/6/10,11:04:44,39.9399,N,116.44748,E
3968,5830,2014/6/10,11:04:44,39.97231,N,116.35967,E
4470,6439,2014/6/10,11:04:44,39.90689,N,116.48657,E
4716,6490,2014/6/10,11:04:44,39.86863,N,116.34802,E
4886,6514,2014/6/10,11:04:44,39.85587,N,116.37792,E
4969,6590,2014/6/10,11:04:44,39.97543,N,116.37565,E
6812,8162,2014/6/10,11:04:44,39.93544,N,116.06721,E
7711,9679,2014/6/10,11:04:44,39.98514,N,116.30566,E
7782,9710,2014/6/10,11:04:44,39.94305,N,116.35223,E
39,1663,2014/6/10,11:04:45,39.96229,N,116.44079,E
600,2774,2014/6/10,11:04:45,39.79867,N,116.33377,E
1502,3000,2014/6/10,11:04:45,39.94722,N,116.37246,E
3146,4653,2014/6/10,11:04:45,39.99181,N,116.3598,E
4341,6264,2014/6/10,11:04:45,39.85195,N,116.39379,E
5382,6714,2014/6/10,11:04:45,39.94915,N,116.4275,E
5528,6745,2014/6/10,11:04:45,39.90901,N,116.48426,E
5575,6750,2014/6/10,11:04:45,39.97507,N,116.34792,E
5667,6768,2014/6/10,11:04:45,39.9783,N,116.56033,E
5692,6783,2014/6/10,11:04:45,39.89202,N,116.47179,E
5702,6786,2014/6/10,11:04:45,39.90719,N,116.45412,E
5757,6809,2014/6/10,11:04:45,39.96863,N,116.4195,E
153,2622,2014/6/10,11:04:46,39.89589,N,116.32956,E
850,2809,2014/6/10,11:04:46,39.90692,N,116.46004,E
962,2826,2014/6/10,11:04:46,40.01384,N,116.33689,E
1281,2875,2014/6/10,11:04:46,39.83525,N,116.41263,E
2402,3456,2014/6/10,11:04:46,39.55811,N,116.78124,E
2475,3489,2014/6/10,11:04:46,39.92413,N,116.60508,E
2554,3510,2014/6/10,11:04:46,39.99973,N,116.38068,E
3040,4630,2014/6/10,11:04:46,39.63603,N,116.57854,E
3901,5805,2014/6/10,11:04:46,39.90699,N,116.43056,E
4778,6496,2014/6/10,11:04:46,39.54922,N,116.31884,E
5893,6845,2014/6/10,11:04:46,39.93223,N,116.44646,E
6238,6980,2014/6/10,11:04:46,39.97806,N,116.56174,E
6613,7550,2014/6/10,11:04:46,39.90702,N,116.2683,E
6813,8162,2014/6/10,11:04:46,39.93544,N,116.06721,E
7712,9679,2014/6/10,11:04:46,39.98516,N,116.30572,E
7815,9740,2014/6/10,11:04:46,39.88627,N,116.2048,E
8101,10259,2014/6/10,11:04:46,40.05554,N,118.73669,E
485,2754,2014/6/10,11:04:47,40.02878,N,116.33179,E
714,2786,2014/6/10,11:04:47,39.88281,N,116.29742,E
818,2801,2014/6/10,11:04:47,39.86619,N,116.3418,E
915,2819,2014/6/10,11:04:47,39.89982,N,116.35016,E
1223,2856,2014/6/10,11:04:47,39.90068,N,116.38157,E
1304,2966,2014/6/10,11:04:47,39.8566,N,116.29673,E
1405,2984,2014/6/10,11:04:47,39.89695,N,116.48511,E
1632,3022,2014/6/10,11:04:47,40.09095,N,116.47634,E
1789,3062,2014/6/10,11:04:47,40.02289,N,116.40253,E
2555,3510,2014/6/10,11:04:47,39.99981,N,116.38067,E
2720,3554,2014/6/10,11:04:47,39.88878,N,116.44796,E
3348,4701,2014/6/10,11:04:47,39.9374,N,116.51286,E
4023,5848,2014/6/10,11:04:47,39.89211,N,116.43232,E
4429,6417,2014/6/10,11:04:47,39.89319,N,116.37837,E
4522,6461,2014/6/10,11:04:47,39.62034,N,116.70364,E
4542,6464,2014/6/10,11:04:47,39.93992,N,116.44948,E
5115,6652,2014/6/10,11:04:47,39.88078,N,116.3141,E
5187,6673,2014/6/10,11:04:47,39.98388,N,116.30606,E
5450,6730,2014/6/10,11:04:47,39.97824,N,116.56183,E
5657,6767,2014/6/10,11:04:47,39.87609,N,116.45189,E
5765,6810,2014/6/10,11:04:47,39.9779,N,116.56169,E
5807,6818,2014/6/10,11:04:47,40.26363,N,116.67812,E
6031,6875,2014/6/10,11:04:47,39.97505,N,116.37427,E
7713,9679,2014/6/10,11:04:47,39.98518,N,116.30575,E
8003,10012,2014/6/10,11:04:47,39.97892,N,116.48366,E
231,2714,2014/6/10,11:04:48,39.92653,N,116.60098,E
360,2735,2014/6/10,11:04:48,39.99095,N,116.33087,E
705,2784,2014/6/10,11:04:48,39.90843,N,116.45516,E
789,2795,2014/6/10,11:04:48,39.92342,N,116.18202,E
1329,2972,2014/6/10,11:04:48,39.86964,N,116.3255,E
1398,2983,2014/6/10,11:04:48,39.89492,N,116.26708,E
1633,3022,2014/6/10,11:04:48,40.09095,N,116.47634,E
1642,3023,2014/6/10,11:04:48,39.93516,N,116.43964,E
2755,3649,2014/6/10,11:04:48,39.90791,N,116.43819,E
2926,4603,2014/6/10,11:04:48,39.86443,N,116.43584,E
3018,4625,2014/6/10,11:04:48,39.93254,N,116.45635,E
4562,6466,2014/6/10,11:04:48,40.28467,N,116.77008,E
4675,6486,2014/6/10,11:04:48,39.75371,N,116.34521,E
6471,7263,2014/6/10,11:04:48,39.93953,N,116.40708,E
6944,8179,2014/6/10,11:04:48,39.90812,N,116.39601,E
7505,9445,2014/6/10,11:04:48,39.93169,N,116.37664,E
7919,9794,2014/6/10,11:04:48,39.98861,N,116.39582,E
7951,9954,2014/6/10,11:04:48,39.71995,N,116.65201,E
261,2720,2014/6/10,11:04:49,39.9476,N,116.3865,E
620,2776,2014/6/10,11:04:49,40.07686,N,116.23049,E
828,2806,2014/6/10,11:04:49,39.83465,N,116.33988,E
1462,2993,2014/6/10,11:04:49,40.0885,N,116.40704,E
1532,3008,2014/6/10,11:04:49,39.96141,N,116.37411,E
2003,3122,2014/6/10,11:04:49,39.93227,N,116.31983,E
2575,3523,2014/6/10,11:04:49,39.93235,N,116.45403,E
4137,6184,2014/6/10,11:04:49,40.01287,N,116.35953,E
4615,6477,2014/6/10,11:04:49,39.56836,N,115.94889,E
4768,6495,2014/6/10,11:04:49,39.85967,N,116.42529,E
5035,6615,2014/6/10,11:04:49,39.91638,N,116.43498,E
5317,6700,2014/6/10,11:04:49,39.97754,N,116.55978,E
6814,8162,2014/6/10,11:04:49,39.93544,N,116.06721,E
176,2704,2014/6/10,11:04:50,39.89999,N,116.41114,E
974,2828,2014/6/10,11:04:50,40.0456,N,116.40575,E
1319,2969,2014/6/10,11:04:50,39.79185,N,116.39172,E
1512,3001,2014/6/10,11:04:50,39.85373,N,116.45556,E
1759,3056,2014/6/10,11:04:50,39.69282,N,116.55255,E
1842,3071,2014/6/10,11:04:50,40.05959,N,116.5793,E
2745,3640,2014/6/10,11:04:50,40.04109,N,116.30554,E
2822,3797,2014/6/10,11:04:50,39.25513,N,117.42145,E
3030,4629,2014/6/10,11:04:50,40.1077,N,116.63282,E
3393,4710,2014/6/10,11:04:50,39.89694,N,116.53677,E
4747,6493,2014/6/10,11:04:50,39.91418,N,116.41129,E
5458,6731,2014/6/10,11:04:50,40.021,N,116.5334,E
6024,6874,2014/6/10,11:04:50,39.91843,N,116.39894,E
6058,6922,2014/6/10,11:04:50,39.94722,N,116.36652,E
6301,7170,2014/6/10,11:04:50,39.86773,N,116.4328,E
6815,8162,2014/6/10,11:04:50,39.93544,N,116.06721,E
7571,9454,2014/6/10,11:04:50,39.85831,N,116.28132,E
1816,3065,2014/6/10,11:04:51,39.91813,N,116.45428,E
1885,3078,2014/6/10,11:04:51,39.97645,N,116.37529,E
2004,3122,2014/6/10,11:04:51,39.93205,N,116.31988,E
2530,3506,2014/6/10,11:04:51,39.90994,N,116.30424,E
2901,4409,2014/6/10,11:04:51,39.85542,N,116.38449,E
3327,4686,2014/6/10,11:04:51,39.88104,N,116.35747,E
3435,4719,2014/6/10,11:04:51,39.87057,N,116.53879,E
3469,4733,2014/6/10,11:04:51,39.89135,N,116.44754,E
4037,5850,2014/6/10,11:04:51,39.88314,N,116.45252,E
4305,6260,2014/6/10,11:04:51,39.9107,N,116.30542,E
4685,6487,2014/6/10,11:04:51,39.92737,N,116.42797,E
